Place,Name Variant,Diocese,Institution,Office,Column_num,Reference
Hallermund,Halremunt,Hildesem. dioc.,,com.,376,
Hallgarten,Heilgarten,Magunt. dioc.,par. eccl.,,373,
Hallstadt,Halstat,Bamberg. dioc.,par. eccl.,,228,
Halsprunn,,,,,,Heilsbronn
Haltingen,Haltingem,Const. dioc.,par. eccl.,,252,
Hamburg,Hamborgen.,Bremen. dioc.,eccl. s. Katherine,vic.,"72, 227",
Hamburg,Hamborgen.,Bremen. dioc.,eccl. b. Marie,prepos.,"19, 40, 83, 203, 207, 246, 247, 375, 389",
Hamburg,Hamborgen.,Bremen. dioc.,eccl. b. Marie,decan.,201,
Hamburg,Hamborgen.,Bremen. dioc.,eccl. b. Marie,scolast.,119,
Hamburg,Hamborgen.,Bremen. dioc.,eccl. b. Marie,can.,"183, 196, 201, 207, 256, 347, 390",
Hamburg,Hamborgen.,Bremen. dioc.,eccl. b. Marie,capit.,"40, 83, 201, 203, 246, 247, 375, 389",
Hamburg,Hamborgen.,Bremen. dioc.,eccl. b. Marie,vic.,"201, 207, 333, 345, 390",
Hamburg,Hamborgen.,Bremen. dioc.,eccl. s. Nicolai,vic.,333,
Hamburg,Hamborgen.,Bremen. dioc.,eccl. s. Petri,vic.,"175, 390",
Hamburg,Hamborgen.,Bremen. dioc.,,civit.,140,
Hameln,Hamelen.,Minden. dioc.,eccl. s. Bonifacii,prepos.,248,
Hameln,Hamelen.,Minden. dioc.,eccl. s. Bonifacii,can.,"56, 70, 174",
Hameln,Hamelen.,Minden. dioc.,eccl. s. Bonifacii,capit.,248,
Hameln,Hamelen.,Minden. dioc.,eccl. s. Bonifacii,vic.,193,
Hameln,Hamelen.,Minden. dioc.,capel. hosp. paup. s. Spiritus,,265,
Hamm,Hammonen.,Colon. dioc.,par. eccl.,,"104, 217",
Hanau,Hanow,Argent. dioc.,par. eccl.,,93,
Hanau,Haenow,Magunt. dioc.,,baron.,107,
Hannonia,,,,,,Hennegau
Hannover,"Hanuorien., Hanoueren.",Minden. dioc.,par. eccl. ss. Jacobi et Georgii,,179,
Hannover,"Hanuorien., Hanoueren.",Minden. dioc.,,opid.,"222, 223",
Harbeyßen,,,,,,Herbitzheim
Hardehausen,Herswideshusen,Padeb. dioc.,mon. Cist. ord.,monach.,206,
Harggerswiler,,,,,,Hergensweiler
Harlebeke,Harlebecen.,Tornac. dioc.,eccl. s. Saluatoris,prepos.,16,
Harsefeld,"Hersfelde, Roselde, Rosseueld",Bremen. dioc.,mon. o. s. B.,,41,
Harsefeld,"Hersfelde, Roselde, Rosseueld",Bremen. dioc.,mon. o. s. B.,abb.,240,
Harsefeld,"Hersfelde, Roselde, Rosseueld",Bremen. dioc.,mon. o. s. B.,monach.,240,
Hartberg,Hartperg,Salzb. dioc.,,mons,324,
Hartkilich,,,,,,St. Georgen
"Hasbengau, Hasbain",Hasuan.,Leod. dioc.,,archidiacon.,29,
Haselau,Hazelow,Bremen. dioc.,par. eccl.,,207,
Haselünne,Haselunne,Osnab. dioc.,par. eccl.,,"214, 253",
Haslach,"Haselacen., Hasselowe",Ar-gent. dioc.,eccl. s. Florentii (Florini),decan.,73,
Haslach,"Haselacen., Hasselowe",Ar-gent. dioc.,eccl. s. Florentii (Florini),celeraria,73,
Haslach,"Haselacen., Hasselowe",Ar-gent. dioc.,eccl. s. Florentii (Florini),can.,"73, 189, 215",
Haslach,"Haselacen., Hasselowe",Ar-gent. dioc.,eccl. s. Florentii (Florini),capit.,73,
Hasselburg,Asselburg,Halberst. dioc.,capel. b. Marie,,217,
Hasselt,,Leod. dioc.,par. eccl.,,135,
Hassia,,,,,,Hessen
Hasungen,Hasunghen,Magunt. dioc.,mon. o. s. B.,abb.,342,
Hasuan.,,,,,,Hasbengau
Hattenheim,,Magunt. dioc.,par. eccl.,,362,
Haug,,,,,,Würzburg
Haus,,Salzb. dioc.,par. eccl.,,119,
Havelberg,,,,ep.,"118, 142, 299",
Havelberg,,,eccl. Prem. ord.,,142,
Havelberg,,,,prepos.,118,
Havelberg,,,,can.,118,
Havelberg,,,,capit.,142,
Havelberg,,,,alt.,118,
Havelberg,,,par. eccl.,,118,
Havelberg,,,,cler.,"247, 396",
Havixbeck,Haeukesbeke,Monast. dioc.,par. eccl.,,"100, 136",
de Hayaualteri,,,,,,Altenmünster
Haydeck,,,,,,Heideck
Haydolffing,,,,,,Haidelfing
Hazelow,,,,,,Haselau
Hebron,Ebronen.,,,ep.,80,
Hedwangen,,,,,,Herdwangen
Heelsprunna,,,,,,Heilbronn
s’Heerhendrikskinderen,Therheynrix- kinder,Traiect. dioc.,par. eccl.,,311,
Heesbeen,Haesbeen,Traiect. dioc.,capel. b. Marie super Aggere in parochia H.,,133,
Heflein,,,,,,Höflein
Heideck,Haydeck,Eystet. dioc.,,baron.,213,
Heidelberg,Heydelberg,Wormat. dioc.,studium,,352,
Heidelberg,Heydelberg,Wormat. dioc.,,civit.,13,
Heilbronn,"Heylprun, Heelprunna Her.",bipol. dioc.,par. eccl.,,"208, 254",
Heilgarten,,,,,,Hallgarten
Heilgenthal,Hilghendal,Verden. dioc.,mon. Prem. ord.,prep. et conv.,40,
Heiligenstadt,Heilgenstad.,Magunt. dioc.,eccl. s. Martini,prepos.,7,
Heiligenstadt,Heilgenstad.,Magunt. dioc.,eccl. s. Martini,can.,151,
Heilighestede,,,,,,Amsterdam
Heilsbronn,"Heilsprun, Halsprunn, Fonssalutis",Eystet. dioc.,mon. Cist. ord.,abb.,"54, 55, 172, 295, 387",
Heilsbronn,"Heilsprun, Halsprunn, Fonssalutis",Eystet. dioc.,mon. Cist. ord.,prepos.,55,
Heilsbronn,"Heilsprun, Halsprunn, Fonssalutis",Eystet. dioc.,mon. Cist. ord.,camerar.,266,
Heilsbronn,"Heilsprun, Halsprunn, Fonssalutis",Eystet. dioc.,mon. Cist. ord.,conv.,"172, 295, 387",
Heimertingen,Haimertingen,Const. dioc.,par. eccl.,,9,
Heinrichau,Henrichow,Wratisl. dioc.,mon. Cist. ord.,abb.,282,
Heinsberg,Heynsbergen.,Leod. dioc.,eccl.,can.,"20, 210",
Heinsberg,Heynsbergen.,Leod. dioc.,,dominus,221,
Heisterkirch,Hesterkirch,Const. dioc.,par. eccl.,,"188, 261",
Heldburg,Helpurg,Herbipol. dioc.,par. eccl.,,132,
Helmeringhausen,Helmelinchusen,Padeb. dioc.,,obediencia,363,
Hemelum,Hemele,Traiect. dioc.,mon. s. Nicolai o. s. B.,prepos.,178,
Hemelum,Hemele,Traiect. dioc.,mon. s. Nicolai o. s. B.,monach.,177,
Hemmersbach,Hemersbach,Colon. dioc.,par. eccl.,,182,
Hemmingstedt,Hemmegstede,Bremen. dioc.,par. eccl.,,"203, 322",
Henneberg,Hennenberg,Herbipol. dioc.,,comes,154,
Hennegau,Hannonia,,,. com.,"31, 60, 114, 271, 279",
Henrichow,,,,,,Heinrichau
Hentern,Emptre,Trev. dioc.,par. eccl.,,258,
Herberchtingen,,,,,,Herbrechtingen
Herbertshausen,Herbericzhusen Fri.,sing. dioc.,par. eccl.,,92,
Herbipolen.,,,,,,Würzburg
Herbitzheim,"Harbeysen, Herbotsen",Meten. dioc.,par. eccl.,,80,
Herbitzheim,"Harbeysen, Herbotsen",Meten. dioc.,mon. o. s. B.,abbat.,80,
Herbolzheim,Herwolczheim,Herbipol. dioc.,par. eccl.,,294,
Herbrechtingen,Herberchtingen,August. dioc.,mon. o. s. A.,,167,
Herchesheim,Hergesheim,Spiren. dioc.,par. eccl.,,195,
Herdern,prope Friburgum,Const. dioc.,par. eccl.,,389,
Herdwangen,Hedwangen,Const. dioc.,par. eccl.,,104,
Heremitarum,,,,,,Einsiedeln
Herford,Heruorden.,Padeb. dioc.,eccl. secul.,abbat.,"37, 51, 55, 177, 202, 400",
Herford,Heruorden.,Padeb. dioc.,eccl. secul.,capit.,"37, 55, 177, 400",
Herford,Heruorden.,Padeb. dioc.,eccl. ss. Johannis et Dionisii,,51,
Herford,Heruorden.,Padeb. dioc.,eccl. ss. Johannis et Dionisii,can.,220,
Herford,Heruorden.,Padeb. dioc.,eccl. ss. Johannis et Dionisii,vic.,"19, 44, 70",
Herford,Heruorden.,Padeb. dioc.,par. eccl. s. Johannis,,"51, 64",
Herford,Heruorden.,Padeb. dioc.,capel. b. Catherine Nouioperis,,"119, 205",
Herford,Heruorden.,Padeb. dioc.,capel. dom. Walderi,,217,
Hergensweiler,Harggerswiler,Const. dioc.,par. eccl.,,94,
Hergesheim,,,,,,Herchesheim
Herischdorf,Heroldisdorf,Wratisl. dioc.,,bona,281,
Herisien.,,,,,,Neuen-Heerse
Hermagor,de Sanctoermachore prope Gilam,Aquil. dioc.,par. eccl. s. Ermachore,,192,
Hermstedt,Hermstete,Magunt. dioc.,par. eccl.,,393,
Heroldisdorf,,,,,,Herischdorf
Herrenalb,Alba,Spiren. dioc.,mon. Cist. ord.,abb.,90,
Herrieden,Herriden.,Eystet. dioc.,eccl. s. Viti,can.,"109, 189, 223",
Hersbruck,Herspruck,Bamberg. dioc.,par. eccl.,,93,
Hersfeld,,Magunt. dioc.,mon. o. s. B.,"abb., dec. et conv.",150,
Hersfelde,,,,,,Harsefeld
Herswideshusen,,,,,,Hardehausen
Herten,,Colon. dioc.,par. eccl.,,319,
Herwen,,Traiect. dioc.,par. eccl.,,347,
Hervolczheim,,,,,,Herbolzheim
Herzberg,Hertzeberg,Misp. dioc.,capel. Corporis Jesu Christi,,177,
Herzberg,Hertzeberg,Misp. dioc.,,civit.,329,
Herzogenbusch,Buscoducis,Leod. dioc.,eccl. s. Johannis,can.,11,
Herzogenbusch,Buscoducis,Leod. dioc.,par. eccl.,,347,
Hessen,Hassia,,,lantgr.,268,
Hesterkirch,,,,,,Heisterkirch
Heylprun,,,,,,Heilbronn
Hieropolis,Jeropolitan.,,,ep.,27,
Hilbershem,,,,,,Waldhilbersheim
Hilda,,,,,,Eldena
Hildesheim,Hildesem.,,,ep.,"18, 23, 56, 70, 131, 156, 157, 178, 200, 248, 264, 265, 269, 271, 355",
Hildesheim,Hildesem.,,eccl.,prepos.,"96, 131, 192",
Hildesheim,Hildesem.,,eccl.,thesaurar.,"18, 95, 141, 142",
Hildesheim,Hildesem.,,eccl.,dign.,"100, 158",
Hildesheim,Hildesem.,,eccl.,can.,"100, 130, 141, 142, 158, 264, 295, 349",
Hildesheim,Hildesem.,,eccl.,capit.,"18, 23, 56, 70, 95, 131, 154, 156, 178, 200, 248, 265, 269",
Hildesheim,Hildesem.,,eccl.,vic.,"23, 198, 248, 265, 269",
Hildesheim,Hildesem.,,eccl.,capel.,"44, 70",
Hildesheim,Hildesem.,,eccl. s. Andree,prepos.,105,
Hildesheim,Hildesem.,,eccl. s. Andree,decan.,264,
Hildesheim,Hildesem.,,eccl. s. Andree,can.,"156, 157, 178",
Hildesheim,Hildesem.,,eccl. s. Andree,alt.,144,
Hildesheim,Hildesem.,,eccl. s. Crucis,prepos.,"100, 265",
Hildesheim,Hildesem.,,eccl. s. Crucis,decan.,72,
Hildesheim,Hildesem.,,eccl. s. Crucis,can.,66,
Hildesheim,Hildesem.,,eccl. s. Crucis,capit.,"72, 178, 265",
Hildesheim,Hildesem.,,eccl. s. Crucis,vic.,266,
Hildesheim,Hildesem.,,eccl. s. Johannis e. m.,can.,131,
Hildesheim,Hildesem.,,eccl. b. Marie,can.,264,
Hildesheim,Hildesem.,,eccl. Montissanctimauritii e. m.,prepos.,266,
Hildesheim,Hildesem.,,eccl. Montissanctimauritii e. m.,scolast.,144,
Hildesheim,Hildesem.,,eccl. Montissanctimauritii e. m.,dign.,159,
Hildesheim,Hildesem.,,eccl. Montissanctimauritii e. m.,can.,"18, 144, 159, 200, 220, 250, 266",
Hildesheim,Hildesem.,,eccl. Montissanctimauritii e. m.,capit.,266,
Hildesheim,Hildesem.,,eccl. Montissanctimauritii e. m.,off.,18,
Hildesheim,Hildesem.,,capel. s. Anne in ambitu (cimiterio),,141,
Hildesheim,Hildesem.,,mon. s. Michaelis o. s. B.,abb.,40,
Hildesheim,Hildesem.,,,archidiacon.,"105, 178",
Hildesheim,Hildesem.,,,presb.,"156, 158",
Hildesheim,Hildesem.,,,cler.,"131, 144, 145, 155, 157, 195, 196, 200, 266, 349, 391",
Hildesheim,Hildesem.,,,subcollect.,265,
Hildesheim,Hildesem.,,,mil.,148,
Hilghendal,,,,,,Heilgenthal
Hillerse,Hildesse,Magunt. dioc.,par. eccl.,,67,
Hilvarenbeek,? Beben.,Leod. dioc.,eccl. s. Petri,alt.,237,
Himmelsforte,Portaceli,Const. dioc.,mon. Prem. ord.,,145,
Hippo,Yponen.,,,ep.,281,
Hirsau,Hirsaw,Spiren. dioc.,mon. o. s. B.,abb.,125,
Hirschberg,Hirsberg,Wratisl. dioc.,,districtus,281,
Hirschhorn,Hirshoren,Salzb. dioc.,par. eccl.,,128,
Höchheim,Hocheim,Herbipol. dioc.,capel. s. Martini,,175,
Hoeven,Hoeuen.,Colon. dioc.,,vic.,131,
Hofen,,Argent. dioc.,par. eccl.,,166,
Hofgeismar,"Gheismar, Geysmar.",Pa-deb. dioc.,eccl. b. Marie Veteris,prepos.,166,
Hofgeismar,"Gheismar, Geysmar.",Pa-deb. dioc.,eccl. b. Marie Veteris,administrator,166,
Hofgeismar,"Gheismar, Geysmar.",Pa-deb. dioc.,eccl. b. Marie Veteris,pleban.,166,
Hofheim,Houhem,Magunt. dioc.,par. eccl.,,16,
Höflein,"Hofflein, Heflein",Patav. dioc.,par. eccl. s. Margarete,,244,
Hohenburg,H. superior.,Argent. dioc.,mon. o. s. A.,abbat.,280,
Hohenburg,H. superior.,Argent. dioc.,mon. o. s. A.,custod.,280,
Hohenburg,H. superior.,Argent. dioc.,mon. o. s. A.,monial.,280,
Hohenburg,H. superior.,Argent. dioc.,mon. o. s. A.,benef. in eccl.,250,
Hohenstadt,Hohenstat,Bamberg. dioc.,eccl.,premissaria,87,
Holland,Holandia,,,com.,"31, 131, 271",
Holland,Holandia,,,miles,267,
Holstein,"Holczacia, Holsacia",Lubic. dioc.,,comes,"156, 190, 336",
Holzen,Holtzen,Frising. dioc.,par. eccl.,,245,
Holztraubach,,,,,,Traubach
Holzweiler,Holtzwilre,Colon. dioc.,par. eccl.,,393,
Homsber,,,,,,Ansperg
Horn,,Const. dioc.,par. eccl. s. Johannis bapt.,,"101, 186",
Hornbach,"Hornbacen., Hornbacum, Hornebagh",Meten. dioc.,eccl. s. Fabiani,can.,"204, 314",
Hornbach,"Hornbacen., Hornbacum, Hornebagh",Meten. dioc.,mon. s. Pirmini o. s. B.,abb.,"122, 204, 292",
Hornbach,"Hornbacen., Hornbacum, Hornebagh",Meten. dioc.,mon. s. Pirmini o. s. B.,monach.,204,
Hornbach,"Hornbacen., Hornbacum, Hornebagh",Meten. dioc.,mon. s. Pirmini o. s. B.,conv.,"122, 204, 292",
Hornburg,Horneborghum,Halberst. dioc.,capel.,,143,
Hosskirch,Hosskilch,Const. dioc.,par. eccl.,,97,
Hottorf,Hotorff,Colon. dioc.,capel.,,121,
Hougaerde,Hugardien.,Leod. dioc.,eccl. s. Gorgoni,can.,131,
Houhem,,,,,,Hofheim
Höxter,Huxarien.,Padeb. dioc.,eccl. s. Petri,can.,"148, 178, 240, 343",
Höxter,Huxarien.,Padeb. dioc.,eccl. s. Petri,vic.,240,
Höxter,Huxarien.,Padeb. dioc.,par. eccl. s. Kilians,,93,
Hoya,,,,comes,"15, 112, 160",
Hoyen.,,,,,,Huy
Hude,,Bremen. dioc.,mon. Cist. ord.,abb. resp. monach.,327,
Hugard,,,,,,Hougaerde
Hulst,,Traiect. dioc.,par. eccl.,,304,
Hunderdorf,Hunderdorff,Ratisp. dioc.,par. eccl. s. Nicolai,,234,
Hünfeld,Hunfeld,Herbipol. dioc.,,locus,158,
Hungaria,,,,,,Ungarn
Hüttlingen,Hutlingen,August. dioc.,par. eccl.,,244,
Huxarien.,,,,,,Höxter
Huy,Hoyen.,Leod. dioc.,eccl. b. Marie,can.,"11, 13, 127, 128, 325",
Jagdberg,Jagberg,Curien. dioc.,par. eccl.,,388,
Jauer,Jawraw,Wratisl. dioc.,par. eccl.,,85,
Ibbs,,,,,,Ybbs
Ibsa,,,,,,Ips
Jechaburg,Jecheburg,Magunt. dioc.,eccl. s. Petri,can.,99,
Jegheleue,,,,,,Ingeleben
Jeinsen,"Gensen, Geynsen",Minden. dioc.,par. eccl.,,"57, 124",
Jena,"Jhene, Maior Jene",Magunt. dioc.,par. eccl. s. Michaelis,,"53, 143",
Jena,"Jhene, Maior Jene",Magunt. dioc.,dom. ord. Montecarmel.,,332,
Jeropolitan.,,,,,,Hieropolis
Jesendorf,Jesendorp,Zwerin. dioc.,eccl.,vic.,172,
Jhene,,,,,,Jena
Ilfeld,Ilueld,Magunt. dioc.,mon. Prem. ord.,,186,
Illergau,Ylergoye,Const. dioc.,,archidiacon.,233,
Ill-Wickersheim,Illewickersheim,Argent. dioc.,capel. s. Oswaldi,,139,
Imbr(i)ac.,,,,,,Embrach
Immenhausen,Ymmenhusen,Magunt. dioc.,par. eccl.,,230,
Immenstaad,"Imenstad, Ymestat",Const. dioc.,"par. eccl. (capel.) b. Marie Virg., s. Jodoci et Omniumsanctorum",,"187, 234",
Immenstaad,"Imenstad, Ymestat",Const. dioc.,,civit.,187,
Incourt,Aycurien.,Leod. dioc.,eccl. s. Petri,decan.,203,
Inden.,,,,,,Cornelimünster
Indicen.,,,,,,Innichen
Inferioraltha,,,,,,Niederaltaich
Inferior Bauaria,,,,,,Bayern
Inferior Ingelnheim,,,,,,Nieder-Ingelheim
Inferior-Steinach,,,,,,(Unter-)Steinach
Inferior Trebere,,,,,,Nieder-Trebra
Ingeleben,Jegheleue,Verden. dioc.,par. eccl. b. Marie,,122,
Ingelheimerhausen,Ingelheimershusen,Magunt. dioc.,mon. o. s. A.,vic. in eccl.,318,
Ingelnheim,,,,,,Ober- u. Nieder-I
Inn,Enus,,,flumen,302,
Innichen,"Indicen., Inticen.",Brixin. dioc.,eccl. s. Candidi,prepos.,170,
Innichen,"Indicen., Inticen.",Brixin. dioc.,eccl. s. Candidi,can.,"129, 181, 279, 330, 354",
Innsbruck,Inspruck,Brixin. dioc.,capel. s. Marie et s. Dorothee,,188,
Insa,,,,,,Ybbs
Insula b. Marie,,,,,,Marienwaard
Inticen.,,,,,,Innichen
Jork,Jorke,Verden. dioc.,par. eccl.,,204,
Jouy sur Morin,Gaudiacum,Meten. dioc.,par. eccl.,,229,
Iphofen,Ippenhouen,Herbipol. dioc.,,archidiacon.,"7, 8",
Ips,Ibsa,Patav. dioc.,par. eccl.,,"331, 332",
Irschen,Vrs,Salzb. dioc.,par. eccl. s. Dionisii (s. Johannis),,354,
Iselsteyn,,,,,,Isselstein
Isen,Ysen,Frising. dioc.,eccl. s. Zenonis,prepos.,"170, 298",
Isen,Ysen,Frising. dioc.,eccl. s. Zenonis,can.,262,
Isenac.,,,,,,Eisenach
Isenburg,,,,baron.,346,
Isenheim,"Isenheym, Ysenhem",Basil. dioc.,dom. s. Antonii o. s. A.,preceptor.,219,
Isenhofen,,Patav. dioc.,par. eccl.,,188,
Iserleue,,,,,,Eisleben
Iserloen,Iserenloen,Colon. dioc.,par. eccl.,,136,
Isleyben,,,,,,Eisleben
Isny,Isnina,Const. dioc.,par. eccl. (s. Nicolai),,"181, 257",
Isny,Isnina,Const. dioc.,mon. o. s. B.,,"181, 257",
Isny,Isnina,Const. dioc.,mon. o. s. B.,abb. et conv.,330,
Isonzo,Ysontius,,,flumen,278,
Isselstein,"Iselsteyn, Yselsteyn",Traiect. dioc.,mon. Cist. ord.,monach.,179,
Isselstein,"Iselsteyn, Yselsteyn",Traiect. dioc.,,baron.,206,
Italien,Italia,,,,"51, 53, 61, 70, 113, 182, 218, 264, 285, 362",
Judenburg,,Salzb. dioc.,par. eccl.,,58,
Juditten,Judenkirche,Sambien. dioc.,par. eccl. b. Marie,,257,
Jugenheim,Gugenheym,Magunt. dioc.,par. eccl.,,230,
Jülich,Juliacen.,,,dux,"188, 235, 327",
Jüterbock,Juterbook,Brandeb. dioc.,par. eccl. s. Nicolai,,282,
Ivoix-Carignan,Yuodien. Leod. seu,Trev. dioc.,eccl. b. Marie,decan.,"85, 166, 263",
Ivoix-Carignan,Yuodien. Leod. seu,Trev. dioc.,eccl. b. Marie,alt.,"97, 212",
K//////re,,? Traiect. dioc.,,castrum,115,
Kahlberg,Calu[us]mons,Patav. dioc.,par. eccl.,,398,
Kaiserstuhl,Kayserstul,Const. dioc.,,civit.,300,
Kaisheim,Cesarea,August. dioc.,mon. Cist. ord.,abb.,"191, 259",
Kaisheim,Cesarea,August. dioc.,mon. Cist. ord.,conv.,259,
Kaliess,Kalyc,Poznan. dioc.,eccl.,vic.,86,
Kalisch,Kalisien.,Gnezn. dioc.,eccl.,prior,47,
Kalisch,Kalisien.,Gnezn. dioc.,,castellanus,"186, 202",
Kalocsa,Colocen.,,,aep.,47,
Kaltern,Caldarium,Trident. dioc.,par. eccl.,,356,
Kalyc,,,,,,Kaliess
Kamenecen.,,,,,,Caminiecz
Kampen,Campen,Traiect. dioc.,par. eccl.,,"74, 162, 266",
Kampen,Campen,Traiect. dioc.,capel. ss. Marie Magdalene et Catharine e. m.,,74,
Kampen,Campen,Traiect. dioc.,capel. apud hosp. b. Gertrudis,,74,
Kampen,Campen,Traiect. dioc.,,civit.,74,
Kappel,"Capella, Villacapelle",Argent. dioc.,par. eccl.,,94,
Kappel,Villakeppel,Traiect. dioc.,par. eccl.,,277,
Karburg,Carelburg,Herbipol. dioc.,,castrum,189,
Karlow,,,,,,Carlow
Karlstadt,"Karelstat, Carelstad",Herbipol. dioc.,,archidiacon.,350,
Karlstadt,"Karelstat, Carelstad",Herbipol. dioc.,,civit.,189,
Kärnten,Karinthia,,,,116,
Kaspaldshouen,,,,,,Gaspoltzhoven
"Katernbach, Maternbach",,? Patav. dioc.,par. eccl.,,291,
Katzbach,Katzbauch,Eystet. dioc.,par. eccl.,,91,
Katzenelnbogen,Katzenelinbogin,,,comes,199,
Keeken,"Keken, Kelken",Colon. dioc.,par. eccl.,,"135, 232",
Kehl,Kenle,Argent. dioc.,par. eccl.,,203,
Kelcze,,,,,,Kielce
Kelheim,Kelham,Ratisp. dioc.,par. eccl.,,266,
Kelheim,Kelham,Ratisp. dioc.,,libera capel. s. Johannis,102,
Kempen,,Colon. dioc.,par. eccl.,,241,
Kempen,,Colon. dioc.,hosp. paup. et capel.,,197,
Kempen,,Colon. dioc.,,magistercivium etc.,197,
Kempen,Campinia,Leod. dioc.,,archidiacon.,169,
Kempnicz,,,,,,Chemnitz
Kempten,Campidona August. et,Const. dioc.,par. eccl. ss. Magni et Vdalrici,,"9, 76",
Kempten,Campidona August. et,Const. dioc.,capel. s. Leonardi e. m.,,116,
Kempten,Campidona August. et,Const. dioc.,capel. b. Marie,,116,
Kempten,Campidona August. et,Const. dioc.,capel. s. Michaelis in cimiterio,,76,
Kempten,Campidona August. et,Const. dioc.,mon. o. s. B.,,9,
Kempten,Campidona August. et,Const. dioc.,mon. o. s. B.,abb.,"12, 76, 116",
Kempten,Campidona August. et,Const. dioc.,mon. o. s. B.,conv.,76,
Kempten,Campidona August. et,Const. dioc.,hosp.,,76,
Kempten,Campidona August. et,Const. dioc.,,civit.,"9, 76",
Kenle,,,,,,Kehl
Kerpen,Cerpen.,Colon. dioc.,eccl. s. Martini,can.,"20, 104, 204, 210",
Kesselstadt,Kesselstad,Magunt. dioc.,par. eccl.,,91,
Kiel,Kiil,Bremen. dioc.,,opid.,266,
Kielce,Kelcze,Cracov. dioc.,eccl. b. Marie,custod.,142,
Kiens,Chiems,Patav. dioc.,par. eccl.,,74,
Kilb,Chulich,Patav. dioc.,par. eccl.,,397,
Kindelbrück,Kindelbrucke,Magunt. dioc.,par. eccl.,,374,
Kinding,Kintingen,Eystet. dioc.,par. eccl. b. Marie Virg.,,78,
Kinzig,Kintzich,Colon. dioc.,capel.,,336,
Kippenhausen,Kyppenhusen,Const. dioc.,par. eccl.,,"330, 331",
Kirchberg,,,,comes,61,
Kirchbichl,Kirchpuhel,Salzb. dioc.,par. eccl. b. Marie Virg.,,245,
Kirchheim,Kirchen,August. dioc.,mon. Cist. ord.,abbat.,184,
Kirchheim,Kirchen,Herbipol. dioc.,par. eccl.,,167,
Kiritz,,,,,,Kyritz
Kitzingen,,Herbipol. dioc.,mon. o. s. B. e. m.,,94,
Kitzingen,,Herbipol. dioc.,mon. o. s. B. e. m.,capel. in eccl.,94,
Klarenthal,Clarendal,Magunt. dioc.,mon. o. s. Clare,,108,
Klein-Fischlingen,Minorfreschelingen,Spiren. dioc.,par. eccl.,,211,
Klein-Lafferde,Minor Lafferde,Hildesem. dioc.,par. eccl.,,172,
Klingenberg,Clingenberg,Magunt. dioc.,capel. b. Marie et Omniumsanctorum,,95,
Klodawa,"Clodawa, Clodobea Gnezn. seu",Cracov. dioc.,par. eccl.,,"50, 102, 332",
Klopp,Cloppe,Magunt. dioc.,capel. s. Nicolai in castro,,116,
Klosterneuburg,"Newnburg, Newburgaclustralis, Newburga Claustralis",Patav. dioc.,mon. o. s. A.,prepos.,"45, 352, 364, 398",
Klosterneuburg,"Newnburg, Newburgaclustralis, Newburga Claustralis",Patav. dioc.,mon. o. s. A.,can.,"45, 244",
Klosterneuburg,"Newnburg, Newburgaclustralis, Newburga Claustralis",Patav. dioc.,mon. o. s. A.,conv.,"45, 352, 364, 398",
Klosterneuburg,"Newnburg, Newburgaclustralis, Newburga Claustralis",Patav. dioc.,par. eccl. s. Martini,,244,
Kluftern,Klufteren,Const. dioc.,par. eccl.,,249,
Knittelfeld,Knutelueld,Seccov. dioc.,par. eccl.,,182,
Koburg,,Herbipol. dioc.,par. eccl. s. Mauritii mart.,,79,
Koburg,,Herbipol. dioc.,capel. s. Crucis e. m.,,79,
Koburg,,Herbipol. dioc.,hosp. paup.,,79,
Koburg,,Herbipol. dioc.,,civit.,79,
Kochem,Chochem,Colon. dioc.,par. eccl.,,232,
Kochendorf,Kochendoru,Herbipol. dioc.,par. eccl.,,100,
Königsberg,Kunigsperg,Herbipol. dioc.,par. eccl.,,302,
Königsbrunn,Kungzbrunnen,August. dioc.,mon. Cist. ord.,abb. et conv.,162,
Königsdorff,Kungsdorff,Patav. dioc.,par. eccl.,,170,
Königsfelden,Kungsuelt,Const. dioc.,mon. o. s. Clare.,monialis,38,
Königslutter,Regalisutter,Halberst. dioc.,mon. ss. Petri et Pauli o. s. B.,abb. et conv.,145,
Konstanz,Constantien.,,,ep. (el.),"30, 38, 41, 70, 96, 114, 141, 165, 191, 214, 227, 271, 300, 309, 326, 327, 329, 360, 362, 369, 386, 389",
Konstanz,Constantien.,,,administrator,"162, 357",
Konstanz,Constantien.,,,vic. gen.,"326, 360",
Konstanz,Constantien.,,,mensa episc.,41,
Konstanz,Constantien.,,eccl.,prepos.,"180, 239",
Konstanz,Constantien.,,eccl.,decan.,104,
Konstanz,Constantien.,,eccl.,cantor.,104,
Konstanz,Constantien.,,eccl.,custod.,"330, 331",
Konstanz,Constantien.,,eccl.,dign.,"100, 101",
Konstanz,Constantien.,,eccl.,can.,"30, 89, 90, 94, 100, 101, 104, 147, 214, 233, 239, 287, 295, 300, 309, 314, 330, 331, 362, 399",
Konstanz,Constantien.,,eccl.,capit.,"227, 369",
Konstanz,Constantien.,,eccl.,alt. (capel.),"97, 180, 294",
Konstanz,Constantien.,,eccl. s. Pauli,vic.,262,
Konstanz,Constantien.,,eccl. s. Stephani,can.,"92, 147, 326, 331",
Konstanz,Constantien.,,par. eccl. s. Johannis bapt.,,101,
Konstanz,Constantien.,,par. eccl. s. Stephani,,"41, 248, 300",
